Type,TypeName,date,subject,text,title
0,True,"October 26, 2017 ",politicsNews,"GENEVA (Reuters) - President Bashar al-Assad and his family have no role in the future of Syria, U.S. Secretary of State Rex Tillerson said on Thursday ahead of peace talks aiming at a political transition scheduled to resume next month. Tillerson said that the Trump administration backed the Geneva peace talks as the only way to end the more than six-year-old war and move to a political transition and elections. He was speaking after holding talks with U.N. Special Envoy for Syria Staffan de Mistura, who announced that stalled peace talks between the Syrian government and still-to-be-united opposition would resume in Geneva on Nov. 28. “The United States wants a whole and unified Syria with no role for Bashar al-Assad in the government,” Tillerson told reporters in the Swiss city at the end of a week-long trip that took him to Saudi Arabia, Qatar, Pakistan and India. “It is our view and I have said this many times as well that we do not believe that there is a future for the Assad regime and Assad family. The reign of the Assad family is coming to an end. The only issue is how that should that be brought about.”  When the Trump administration came into office it took the view that it was “not a prerequisite that Assad goes” before the transitional process started, he added. Supported by Russian air power and Iran-backed militias, Assad appears militarily unassailable and last month Assad ally Hezbollah declared victory in the Syrian war.    Those forces have pushed Islamic State back from large swathes of eastern Syria in recent months and over the past year have taken numerous pockets of rebel-held territory around Aleppo, Homs and Damascus. “My reading is that Assad is here to stay for as long as the Russians and the Iranians have no alternative to him,” a Western diplomat told Reuters. “The date of his departure will depend on the Russians more than anyone else. Once - or if - they find someone better, he may go.” Ceasefire deals brokered by Russia, Turkey, Iran and the United States in remaining rebel-held areas of western Syria have freed up manpower for Assad’s allies. Tillerson called his discussions with de Mistura “fruitful” and said the United States will “continue our efforts to de-escalate the violence in Syria”. He said the only reason Assad’s forces had succeeded in turning the tide in the war against Islamic State and other militants was “air support they have received from Russia”. Tillerson said Iran, Assad’s other main ally, should not be seen as having made the difference in the defeat of Islamic State in Syria. “I do not see Syria as a triumph for Iran. I see Iran as a hanger-on. I don’t think that Iran should be given credit for the defeat of ISIS (Islamic State) In Syria. Rather I think they have taken advantage of the situation.” ",No role for Assad in Syria's future: Tillerson
0,True,"October 26, 2017 ",politicsNews,"WASHINGTON (Reuters) - The largest U.S. veterans service organization on Thursday urged President Donald Trump to veto recent legislation allowing financial companies to block customers from banding together to sue, saying it would hurt members of the armed forces. The American Legion, which rarely speaks out on bank policy or politics, said in a statement it would “not be silent while banks and payday loan shops rip off servicemembers and veterans”. But it will likely have a hard time convincing Trump to veto the resolution to roll back the Obama-era policy.  The Consumer Financial Protection Bureau, an independent federal regulator, finalized a rule this summer that barred banks, credit card issuers and other financial companies from requiring customers to agree not to join group lawsuits and only take any potential disputes to closed-door arbitration.  In a vote of 51 to 50, the Senate on Tuesday passed a resolution killing the rule and prohibiting regulators from enacting a similar one in the future. The House of Representatives approved the resolution earlier, and now all that is needed to erase the rule is for Trump to sign it into law. “Our membership has stated unequivocally that we are opposed to situations where our military and veterans’ financial protections are chipped away to increase the profits of the big banks,” said American Legion National Commander Denise Rohan. “Repealing the CFPB arbitration rule takes away consumers’ most effective tool to protect themselves against predatory lenders.” Servicemembers can struggle to sue companies individually because they cannot afford legal costs, move frequently for work, or are deployed overseas, the Legion said. In class actions, individuals with the same complaint band together to lower lawsuit costs. Many veteran organizations tried for months to stop the Republican-led Congress from passing the resolution, and other advocacy groups have also pressed for a veto. That is a long-shot. The White House issued a statement shortly after Tuesday’s vote applauding the resolution, saying the CFPB rule would have given consumers “fewer options for quickly and efficiently resolving financial disputes” and opened “the door to frivolous lawsuits by special interest trial lawyers.” The rule’s supporters say arbitration is rigged against consumers because it is secretive, does not set legal precedent,  and is controlled by the companies. They also say the right to sue is enshrined in the U.S. Constitution. ",U.S. veterans to Trump: Save bank customers' rights to sue
0,True,"October 26, 2017 ",politicsNews,"WASHINGTON (Reuters) - The U.S. House of Representatives helped pave the way on Thursday for deep tax cuts sought by President Donald Trump and Republican leaders, but barely overcame a revolt within party ranks that could foreshadow trouble ahead. The Republican-controlled House voted 216-212 to pass a budget blueprint for the 2018 fiscal year. The measure will enable the tax legislation, due to be introduced next week, to win congressional approval without any Democratic votes. But House Republican leaders came within two votes of failure. Democrats were unified in their opposition, and 20 Republicans voted against the bill, many expressing disapproval of a provision that would repeal an income tax deduction for state and local taxes. Discord is also looming over a potential provision to scale back a popular tax-deferred U.S. retirement savings program known as a 401(k). Both those provisions are aimed at offsetting revenue losses that would result from the planned sweeping tax cuts, particularly for companies.  Democrats have called the tax plan a giveaway to the rich and corporations that would swell the federal deficit. Republicans are traditionally opposed to letting the deficit grow. But in a stark reversal of that stance, the party’s budget resolution, previously passed by the Senate, called for adding up to $1.5 trillion to federal deficits over the next decade to pay for the tax cuts. Several conservative Republicans voted against it because of deficit concerns. One of them, Representative Justin Amash, wrote on Twitter, “What happened to fiscal conservatism?”   The outline of the Republican plan announced last month would cut the corporate tax rate to 20 percent from 35 percent, the small business rate to 25 percent from up to 39.6 percent and the top individual rate to 35 percent from 39.6 percent. Trump, who promised major tax cuts as a candidate last year, has asked Congress to pass the tax legislation by the end of the year. Even though his fellow Republicans control both the House and Senate, the president has been unable to secure passage of major legislation, having failed to repeal the Obamacare law. Republicans are also looking for a signature achievement as the 2018 congressional election year approaches. “Big News - Budget just passed!” Trump wrote on Twitter. Republican House Speaker Paul Ryan, who has said he wants the House to pass the tax overhaul by the Nov. 23 Thanksgiving holiday, said passage of the budget resolution was an “enormous step” toward that goal. But he declined to take a position on the possibility of capping annual tax-free contributions into 401(k) plans, which for four decades have helped millions of Americans save for retirement by offering tax savings.  Trump and Kevin Brady, the Republican chairman of the tax-writing House Ways and Means committee, reopened the door to the possibility of such caps on Wednesday as Republicans scramble to find sources of revenue to cover the tax cuts.  Brady on Thursday said he was working toward an agreement on the 401(k) issue with Trump and Republicans who want to keep the tax break in place. “They made it clear. They need this problem solved before they vote ‘yes’ on tax reform,” Brady added. Brady said he planned to introduce the tax bill next Wednesday and to begin committee deliberations on it the following week, on Nov. 6. REVOLT FROM HIGH-TAX STATES Eliminating the deduction would hit middle-class voters in high-tax states like California, New York, Illinois, Pennsylvania and New Jersey. Republican Representative John Katko of New York, leaving a meeting with Brady, said supporters of the deduction “stood firm, saying ‘no’ as a group today to let them know we’re not kidding.” But one Republican senator warned that his party will have to stick to its commitment to eliminate tax breaks. “If groups see that you’re willing to deal something away if they raise enough Cain, the whole thing’s going to fall apart. We’ve gotta hang tough,” Senator Bob Corker of Tennessee said on CNBC. The budget plan will enable the 100-seat Senate to pass tax legislation with a simple majority rather than a 60-vote super-majority, hard to reach given Democrats’ opposition. Republicans hold a slim 52-48 margin in the Senate. The White House and congressional Republicans excluded Democrats as they developed the plan. “Right here before our eyes, in this House, the Republicans are replacing the great American ladders of opportunity with the silver spoon of plutocracy and aristocracy,” top House Democrat Nancy Pelosi said during the debate on the budget measure. Independent analysts forecast last month that corporations and the wealthiest Americans would benefit the most and many upper middle-income people would face higher taxes under the tax outline unveiled by the Republicans. The proposal would cut taxes for companies and individuals by up to $6 trillion over the next decade, the analysts said. ",House narrowly passes measure paving way for Trump tax cuts
0,True,"October 26, 2017 ",politicsNews,"HAVANA (Reuters) - The United States said on Thursday it had designated career diplomat Lawrence Gumbiner as the new chief of its Cuba embassy that has been at the center of a diplomatic crisis due to allegations of mysterious health attacks on its personnel. The previous charge d’affaires, Scott Hamilton, left Cuba earlier this month after Washington ordered the evacuation of all non-essential staff and all relatives, in order to remain with his family. Gumbiner will arrive at a time of heightened tensions between the old Cold War foes. While the United States has not formally accused Cuba of carrying out what it says are attacks that have caused hearing loss and cognitive issues in its diplomats, U.S. President Donald Trump said last week Havana was responsible. [nS0N1MD016] In an interview with Reuters, Cuban government officials accused him this week of slandering their country. [nL2N1MZ2CH] The tensions over the attacks, some of which involved high-pitched sounds, came after Trump said in June he wanted to partially roll back the historic detente between the United States and Cuba, ordering tighter restrictions on travel and trade with the island. These have yet to be unveiled. [L3N1JD40J] Gumbiner, a lawyer, has served for the past three years as Deputy Chief of Mission at the U.S. Embassy in Lima, Peru, according to the website of the U.S. embassy in Havana. Before that, he was deputy permanent representative at the U.S. Mission to the Organization of American States. He has previously held embassy positions in Bogota, Tel Aviv and San Jose. ",U.S. appoints new top official at Havana embassy as tensions flare
0,True,"October 26, 2017 ",politicsNews,"WASHINGTON (Reuters) - Democratic U.S. lawmakers called on Thursday for public hearings on an attack in Niger that killed four U.S. soldiers, saying there were still many unanswered questions about the ambush despite receiving more information from the Pentagon. Two top Department of Defense officials, Robert Karem, assistant secretary for international security affairs, and Major General Albert Elton, deputy director for special operations and counterterrorism, conducted a closed briefing on the ambush for members of the Senate Armed Services Committee. Senator John McCain, the Republican chairman of the committee, said he was pleased with the briefing. McCain last week threatened to issue a subpoena because the White House had not been forthcoming about details about the attack. “I am pleased at the cooperation we’re getting now,” McCain told reporters. McCain said there were still many unanswered questions, most notably why it took 48 hours before the body of Sargent La David Johnson was recovered. “What was the strategy; why were we surprised? There’s 100 questions that need to be answered,” McCain said. The issue has also generated a political firestorm. President Donald Trump was harshly criticized for his handling of a call with Myeshia Johnson, Johnson’s widow, who said the Republican president “made me cry even worse” by saying her husband had known “what he signed up for.” Senator Richard Blumenthal, a Democratic committee member, said he wanted public hearings on the matter to explain to the U.S. public why the country has 6,000 troops posted in Africa and provide more information about the ambush. “I need to be able to look families in the eye and explain what our mission is, what mistakes were made in this incident, and were mistakes made, who made them and why,” Blumenthal told reporters after the briefing. “Most important, there need to be public hearings,” he said. McCain said he would decide whether to hold public hearings depending on what happened with the military’s investigation, citing security concerns about making anything public too soon. “We can’t betray sensitive information that would put the lives of these men and women in danger,” McCain said. On Monday, General Joseph Dunford, the chairman of the military’s Joint Chiefs of Staff, held an hour-long news conference during which he sought to tamp down criticism that the Pentagon had released too little information about the deaths of the soldiers. [L2N1MY1MD] ",Fatal Niger operation sparks calls for public hearings in Congress
0,True,"October 26, 2017 ",politicsNews,"WASHINGTON (Reuters) - The Trump administration on Thursday named a coal industry consultant and strong supporter of the controversial practice of mountaintop mining to head up a U.S. Interior Department agency that oversees mining operations and environmental cleanups. Steven Gardner of Kentucky, an engineer and mining specialist who runs consultancy ECSI Llc, was nominated to be director of the Office of Surface Mining, Reclamation and Enforcement (OSMRE), the latest Trump administration appointee with ties to the industry he or she would regulate. Congress must approve the nomination. During the Obama administration, Gardner fought OSMRE’s moves to update a federal stream protection rule that regulated mining close to streams. Congress revoked that rule in February. Interior Secretary Ryan Zinke welcomed Gardner’s nomination, and said the Lexington, Kentucky, native will help the agency carry out its “energy dominance” agenda. “Steve is highly regarded in the mining industry for his extensive experience and insight,” said Zinke. In the same news release, Hal Quinn, chief executive of the National Mining Association lobbying group, said: “America’s mining industry welcomes Steve Gardner’s nomination to become the next director of OSMRE.” Gardner has been an outspoken critic of what he termed the “war on coal,” which he said in a 2014 opinion article in the Lexigton Herald was waged by “activist groups, agencies and many in the press.”  “I have seen the combatants and the casualties,” he wrote. Gardner also supports the practice of mountaintop removal, a form of surface mining at the top of a mountain or ridgeline that environmentalists say harms the landscape and water supply.  The Interior Department in August ordered researchers to stop work on an independent evaluation of potential health effects from mountaintop removal coal mining. Environmental and grassroots groups criticized Gardner’s nomination, and said he is likely to side with industry at a time that the agency is supposed to focus on enforcing mine reclamation and cleanup work. “How can someone with his focus on defending the industry at all costs be the right choice for the federal agency in charge of overseeing that industry?” said Davie Ransdell, member of Kentuckians For The Commonwealth and former supervisor at Kentucky Division of Mine Permits. ",Trump administration taps coal consultant for mining oversight role
0,True,"October 26, 2017 ",politicsNews,"WASHINGTON (Reuters) - The U.S. Congress’ watchdog office has agreed to investigate President Donald Trump’s commission on voter fraud after three Democratic senators raised concerns the panel’s work may diminish the public’s confidence in the democratic process. The Government Accountability Office said in a letter dated  on Wednesday that it had accepted a request from Democratic  Senators Amy Klobuchar, Michael Bennet and Cory Booker to investigate the Presidential Advisory Commission on Election Integrity. Trump established the panel in May after charging, without evidence, that millions of illegal immigrants voted in the November 2016 election. Most state election officials and election law experts say that U.S. voter fraud is rare. Democrats and voting rights groups have criticized the panel, arguing it could be a vehicle for changes that would make it harder for lawful voters to cast ballots. A number of state governments have declined to hand over information about their voters to the White House. In a letter last week to the GAO requesting the probe, the three senators said the commission, which is headed by Vice President Mike Pence, had not responded to congressional requests for information about its activities. They said the panel’s lack of transparency could “unnecessarily diminish confidence in our democratic process.” The White House did not immediately respond to a request for comment on the GAO’s decision to open an investigation.  The commission’s vice chair, Kris Kobach, the Republican secretary of state for Kansas and an advocate of tougher laws on immigration and voter identification, asked states in June to turn over voter information. The data requested by Kobach included names, the last four digits of Social Security numbers, addresses, birth dates, political affiliation, felony convictions and voting histories. More than 20 states refused outright and others said they needed to study whether they could provide the data. ",Congress watchdog to investigate Trump voter fraud panel
0,True,"October 26, 2017 ",politicsNews,"KITCHANGA, Democratic Republic of Congo (Reuters) - U.S. Ambassador to the United Nations Nikki Haley was moved to tears on Thursday after visiting a nearly decade-old camp for Congolese displaced by violence in the country’s east, and insisted there has to be a way to hold “safe and fair elections.” Haley, the most senior member of President Donald Trump’s administration to visit Democratic Republic of Congo, traveled by helicopter to Mungote camp in Kitchanga, home to some 15,000 displaced people.  Dozens of excited children waved as Haley left on a U.N. peace-keeping helicopter to return to the provincial capital of Goma. She was visibly upset.  “The reason I got emotional today was the hundred-plus kids that were chasing our cars and seeing us off,” Haley told  reporters after the visit. “All I kept thinking was, what’s going to happen to them? The sad reality, as it looks now, is that they are going to end up just like their parents.” A single mother named Angelique told Haley she had been raped twice. “It’s hard for her when she sits in the kitchen with her seven children because they watched her getting raped,” Haley said as she recounted what Angelique told her. “She doesn’t know what to say to them,” Haley said.  “No one should live like this. We can’t turn a blind eye to all of this,” Haley said.   Congo is the final stop on Haley’s week-long Africa visit, which has also taken her to Ethiopia and South Sudan, where she met with President Salva Kiir. On Friday she is due to meet with Congolese President Joseph Kabila, who has been in power since 2001 when he took over from his father.  Congo has never had a peaceful transition of power, and Kabila refused to step down when his second elected term ended in December, fueling insecurity in a country where millions died in conflicts between 1996-2003, most from hunger and disease. Under an accord struck on Dec. 31 between Kabila’s representatives and opposition leaders, Kabila is barred from trying to change the constitution to stand for a third term. “We have to find a way to have a peaceful situation,” Haley said. “We have to find a way for them to have safe and fair elections, so we that we can get some leaders that know how to handle this situation and get these armed groups to stop.”  The Congolese electoral commission said earlier this month that an election to replace Kabila cannot take place before April 2019, a delay that the opposition said would cause an impatient population to “take matters into its own hands.” The largest U.N. peace-keeping mission is deployed in Congo, costing more than $1 billion annually. Haley is reviewing all operations in a bid to cut costs, as the United States is the largest contributor, paying 28 percent of the budget. The 193-member U.N. General Assembly agreed in June to a $7.3 billion peace-keeping budget, a cut of some $600 Million. The Congo operation has to cut $93 million. U.N. Secretary-General Antonio Guterres has warned that any further budget cuts could harm the U.N. mission in Congo. “The state is still absent from many parts of the country and all too often preys on the citizens it is meant to protect,” Guterres wrote in a report to the 15-member Security Council last month Peace-keepers kept watch while Haley was at Mungote camp in Kitchanga, where she also visited a small bakery started by 50 women.   “They’re making a profit and they just bought a sheep with the profits that they made,” she said. “So it’s inspiring to see they’re not just sitting here complaining, they’re trying to make the best of the life that they have.” ",U.S. envoy Haley makes emotional visit to Congo displaced camp
0,True,"October 26, 2017 ",politicsNews,"WASHINGTON (Reuters) - U.S. Attorney General Jeff Sessions equated the opioid epidemic to a personal failing by many Americans who cannot “say no” to drugs on Thursday, and he said that marijuana could be serving as a gateway to the problem. “People should say no to drug use. They have got to protect themselves first,” he said during a question-and-answer session at the Heritage Foundation think tank in Washington. Sessions made his comments ahead of President Donald Trump’s declaration that the opioid crisis a public health emergency, a move that will redirect federal resources to help combat the problem. Sessions said he was extremely troubled by the epidemic, saying it has led to more overdose deaths than the height of the AIDS public health crisis in the 1980s. According to the U.S. Centers for Disease Control and Prevention, opioids were responsible for more than 33,000 U.S. deaths in 2015. The Justice Department has stepped up enforcement efforts to combat the problem.  Earlier on Thursday, the Justice Department announced it had secured an indictment against a Pittsburgh-based doctor for unlawfully distributing opioids, in the first case of its kind to be brought since Sessions launched an Opioid Abuse and Detection unit.    But in response to a question about how best to combat the epidemic, Sessions cast the problem in a moral light. “I do think that this whole country needs to not be so lackadaisical about drugs,” he said. In urging people to say no to drugs, his comments channeled former First Lady Nancy Reagan, who famously launched a “Just Say No” anti-drug campaign when the crack cocaine epidemic was ravaging communities in the 1980s.  Her husband, President Ronald Reagan, during his tenure signed into law a sweeping criminal justice bill that established mandatory minimum sentences for drug offenses, including marijuana. Sessions said on Thursday that “fentanyl people are really killers,” but did not clarify to whom he was specifically referring. He also said that he has heard from many police chiefs that drug addiction “starts with marijuana.” Fentanyl is a synthetic opiate that is up to 50 times more lethal than heroin. Michael Correia, the government relations director for the National Cannabis Industry Association, said Sessions is ill-informed and pointed to data showing many of the overdoses involve prescription painkillers. According to the CDC, nearly half of all the opioid overdose deaths in the United States in 2015 involved prescription medications. Correia said Sessions “is still repeating the old, tired  argument that marijuana is a gateway when there is a lot of evidence that proves otherwise.” ",U.S. attorney general says people should just 'say no' to opioids
0,True,"October 26, 2017 ",politicsNews,"NEW YORK (Reuters) - Connecticut lawmakers on Thursday passed a two-year $41.3 billion budget, nearly four months after it was due, that is expected to help capital city Hartford avoid bankruptcy through state aid provisions. The budget for fiscal years 2018 and 2019 closes a $3.5 billion deficit over the two years, in part with tax and fee hikes on tobacco products, ride shares and low-income working families. It also raids a host of funds - for everything from school bus seats to clean energy and tobacco cessation - for money that will be swept into the general fund. The state Senate passed the nearly 900-page legislation early on Thursday morning, with the House following suit later in the day. It was not immediately clear whether Governor Dannel Malloy, a Democrat who has said he will not seek a third term in office, would sign it. He vetoed a previous budget a month ago. In a statement, Malloy spokeswoman Kelly Donnelly said the governor and his staff would analyze the bill but had “uncovered egregious problems” with a tax increase on hospitals that could knock the budget more than $1 billion dollars out of balance. Raising hospital taxes would allow the state to get more federal Medicaid reimbursement, with the tax revenues to be returned to the hospitals.  “If there’s a problem, we’ll fix it,” said House Minority Leader Themis Klarides, a Republican, about the hospital tax in a televised press conference after the vote. The budget contains aid for Hartford, which has said it could file for bankruptcy without extra funding to help close its own $50 million shortfall. That funding would come with strings attached in the form of a fiscal oversight board.     Connecticut’s towns, schools and nonprofit service providers have grappled for months with growing uncertainty as they wait for state funding that helps them operate. When the fiscal year began on July 1 without a budget, Malloy took control of spending through an executive order and enacted steep cuts. ",Connecticut lawmakers pass $41.3 billion budget nearly four months late
